business_date,farecard_id,tap_on_time,origin,tap_off_time,destination,fare,concession
2023-10-01,C6SQ9X2BB8,06:34,Hamilton,08:12,Union Station,12.09,adult
2023-06-25,0NCGPDM97V,07:00,Hamilton,08:45,Union Station,5.95,adult
2023-03-24,B2BO7FFZVO,07:15,Brampton,08:41,Union Station,12.34,student
2023-09-16,FFQ2U4VB1N,07:24,Bloor,07:41,Union Station,14.02,student
2023-09-19,IZ1IOXJZ0K,08:31,Oakville,08:40,Union Station,12.03,adult
2023-11-30,4T976MNOJ0,08:37,Yorkdale,08:57,Union Station,9.79,student
2023-07-28,5QLWFFFG23,06:41,Yorkdale,07:01,Union Station,14.32,adult
2023-11-08,EYT9ERUDJ4,08:48,Scarborough,08:55,Union Station,4.31,student
2023-04-05,7P1OPBUA4Q,06:40,Bloor,07:20,Union Station,12.14,student
2023-07-23,1LJAGGS4OB,07:37,Bloor,08:20,Union Station,7.68,student
2023-03-02,OWPGPK8L8K,07:42,Brampton,07:47,Union Station,4.27,student
2023-03-10,REAJLDCJ18,08:49,Hamilton,08:58,Union Station,14.93,student
2023-03-23,SJSNVNZXHV,07:59,Union Station,08:45,Union Station,14.98,senior
2023-07-23,HSH5C7UDAW,06:31,Hamilton,07:40,Union Station,7.8,adult
2023-09-24,0X8B5VTMED,07:27,Scarborough,08:34,Union Station,13.3,student
2023-05-02,N2FW6OUQO3,06:32,Pickering,08:11,Union Station,11.63,student
2023-07-07,8WK007OTN6,07:14,Bloor,07:52,Union Station,11.86,senior
2023-08-21,ZDU5AK6QAR,06:46,Bloor,08:50,Union Station,8.84,senior
2023-02-10,YRWRFE6D7J,07:25,Scarborough,08:41,Union Station,8.05,adult
2023-09-20,NALEVTPURV,08:31,Scarborough,08:48,Union Station,10.16,senior
2023-04-15,27CGAH8IPR,07:57,Pickering,08:31,Union Station,6.74,student
2023-09-22,DY3MV6IQ30,07:40,Scarborough,08:52,Union Station,4.24,adult
2023-09-21,X5P8NS4RG7,07:16,Hamilton,07:39,Union Station,7.39,adult
2023-04-10,PEV4VPUTTP,07:00,Hamilton,07:43,Union Station,9.18,student
2023-03-27,WBFM714Z4O,07:34,Brampton,08:37,Union Station,7.85,adult
2023-07-01,WZL5RHY3FF,07:01,Hamilton,07:03,Union Station,4.74,senior
2023-10-25,EXGMV4SI6Z,07:35,Brampton,08:42,Union Station,5.98,adult
2023-08-25,FPJ03QT7I2,06:25,Yorkdale,08:42,Union Station,10.64,student
2023-02-06,1DMEMTVDDQ,08:56,Bloor,08:57,Union Station,7.21,student
2023-12-31,XK0HB0XZXT,08:28,Yorkdale,08:51,Union Station,5.4,student
2023-11-28,Y6C0G3ON9W,07:24,Brampton,07:55,Union Station,10.31,adult
2023-03-28,IGWK9YR6R8,08:49,Pickering,08:52,Union Station,7.59,student
2023-12-12,RAUY7G5A5L,08:18,Scarborough,08:24,Union Station,10.03,senior
2023-06-10,7K3Y7E3ZF6,07:44,Bloor,08:01,Union Station,11.55,adult
2023-12-25,TANET9VZCO,07:41,Bloor,08:11,Union Station,14.25,student
2023-08-13,2IRXDEU8OB,06:56,Bloor,07:00,Union Station,14.08,senior
2023-12-19,DEWSC421CB,06:33,Brampton,08:44,Union Station,11.35,adult
2023-01-28,8PYEAYJ00J,06:27,Scarborough,07:19,Union Station,3.8,student
2023-08-04,5ZI7HDW9JK,06:58,Bloor,07:03,Union Station,6.76,adult
2023-03-08,1NUY5RDHGY,06:02,Bloor,08:17,Union Station,13.45,adult
2023-04-12,LYAB120D3V,06:30,Scarborough,07:19,Union Station,6.74,student
2023-08-30,OH7A2UYBA2,07:13,Pickering,08:43,Union Station,12.62,senior
2023-12-20,M1M42FVTIL,08:09,Pickering,08:17,Union Station,6.62,adult
2023-11-09,WHP0D2RSZ9,08:05,Pickering,08:36,Union Station,11.68,student
2023-03-24,DMWOOYCYI1,06:01,Oakville,07:12,Union Station,8.1,senior
2023-09-15,BWDIO6CBSA,08:43,Brampton,08:59,Union Station,6.55,senior
2023-10-09,P31237G5XU,06:48,Scarborough,08:16,Union Station,11.85,senior
2023-09-26,3WQC5V0VC0,08:12,Oakville,08:53,Union Station,10.2,adult
2023-11-20,4T976MNOJ0,07:24,Bloor,08:38,Union Station,8.74,adult
2023-09-19,CODQZOBCC2,06:22,Bloor,06:43,Union Station,9.41,adult
2023-09-12,FI2TCQJPFL,06:40,Oakville,06:52,Union Station,5.18,student
2023-02-09,DHTVP1Y73U,06:41,Union Station,07:34,Union Station,5.74,student
2023-08-25,EEAAV1I1SW,07:33,Pickering,08:20,Union Station,12.35,senior
2023-03-20,ODRJUFEP48,08:57,Hamilton,08:59,Union Station,9.42,senior
2023-06-01,MMQ8QAU1X6,07:26,Union Station,08:07,Union Station,13.25,senior
2023-01-18,FFZ9LTO37P,08:40,Union Station,08:49,Union Station,8.01,adult
2023-10-07,39Y84MNPH1,06:28,Bloor,06:57,Union Station,8.58,senior
2023-08-09,9ELACILHQP,06:12,Pickering,06:39,Union Station,8.04,senior
2023-10-14,4NEZF7XRUG,06:50,Brampton,08:12,Union Station,10.18,student
2023-04-11,K2F6RUF1A3,07:32,Bloor,08:42,Union Station,4.97,student
2023-06-26,LAF0QA63ZV,08:34,Bloor,08:38,Union Station,3.71,student
2023-04-06,1EQFZBJV8G,06:33,Scarborough,08:08,Union Station,5.5,student
2023-02-07,7NA2WWP9H0,06:03,Yorkdale,07:00,Union Station,4.44,adult
2023-03-11,HJNNHG1VPQ,06:12,Hamilton,08:12,Union Station,12.95,student
2023-12-02,PD9T7OX9FY,07:55,Yorkdale,08:36,Union Station,11.08,adult
2023-07-20,L2S2YQBI6R,08:58,Bloor,08:58,Union Station,9.39,senior
2023-10-28,0JA3N98BU2,06:46,Hamilton,07:54,Union Station,14.5,senior
2023-10-24,IJJ0MTFI0V,06:33,Brampton,08:10,Union Station,11.34,adult
2023-03-15,MUCSYP2XM1,06:05,Scarborough,07:40,Union Station,8.97,student
2023-03-30,728PJO9XV4,07:15,Yorkdale,08:35,Union Station,10.65,adult
2023-08-07,V9F3EVNLR8,08:35,Brampton,08:54,Union Station,8.02,student
2023-12-27,APVBHU888A,06:56,Oakville,08:13,Union Station,4.42,senior
2023-02-22,35Z84FI1ML,08:38,Union Station,08:54,Union Station,14.45,student
2023-11-28,DNAWBXJYUT,06:35,Yorkdale,07:03,Union Station,5.71,student
2023-08-14,ZTB9JBS2G0,08:30,Scarborough,08:52,Union Station,7.07,student
2023-08-22,FFI9Z1URLG,06:35,Yorkdale,07:44,Union Station,13.55,student
2023-12-11,QD4W95H0JN,08:23,Scarborough,08:45,Union Station,5.11,student
2023-11-03,9XD0CS9477,08:32,Brampton,08:55,Union Station,7.75,student
2023-12-06,AA800EE0DU,07:29,Yorkdale,08:27,Union Station,7.65,student
2023-12-06,KKGF8NLS3R,07:54,Brampton,08:40,Union Station,14.5,senior
2023-09-02,8E7S3157GH,08:35,Scarborough,08:53,Union Station,9.61,adult
2023-03-27,G4TMRSCEB7,07:51,Brampton,08:12,Union Station,11.26,student
2023-11-22,HO38819H4Q,06:23,Scarborough,08:52,Union Station,6.85,adult
2023-05-14,3PTRVL3MFK,08:42,Bloor,08:51,Union Station,12.9,senior
2023-02-03,QDFZY0LX8O,07:40,Yorkdale,07:55,Union Station,11.98,adult
2023-09-02,2YQ8IYSESS,07:18,Scarborough,07:52,Union Station,10.03,adult
2023-10-31,SFOPB9G3YT,07:22,Pickering,07:59,Union Station,12.65,senior
2023-03-27,08GESOXSJJ,08:47,Oakville,08:48,Union Station,9.53,adult
2023-03-15,HY91JNCD85,07:22,Hamilton,08:09,Union Station,10.12,senior
2023-01-15,Q070L4NHQK,08:25,Pickering,08:57,Union Station,8.23,adult
2023-11-02,25H7XVKQ4H,06:22,Brampton,08:26,Union Station,13.45,senior
2023-07-16,K4QNL83K3E,07:35,Scarborough,08:09,Union Station,8.39,senior
2023-11-17,8D1FVBFNBI,06:30,Oakville,06:41,Union Station,6.2,senior
2023-01-03,VGR5T2VBXY,06:31,Bloor,06:40,Union Station,3.87,senior
2023-08-17,3NOJPOHNBI,08:19,Yorkdale,08:41,Union Station,4.42,student
2023-04-11,PW4CV95OXH,06:54,Yorkdale,08:31,Union Station,9.46,adult
2023-03-24,0JH8NHIFVQ,07:06,Yorkdale,08:07,Union Station,6.71,adult
2023-05-10,D9J4CC3MJJ,06:54,Scarborough,07:57,Union Station,13.26,senior
2023-06-25,B8YJU9IX90,07:06,Union Station,07:31,Union Station,5.79,student
2023-06-13,C34VLL8WY3,06:26,Hamilton,07:12,Union Station,11.33,student
2023-01-13,DBXIMF421M,06:23,Pickering,07:59,Union Station,7.7,adult
2023-12-07,3TG5N2ZC6E,07:24,Pickering,08:10,Union Station,13.42,student
2023-05-20,1WXBTW0Q4S,06:03,Scarborough,07:49,Union Station,12.22,senior
2023-02-21,B48M4CKPX9,06:52,Scarborough,07:30,Union Station,7.88,student
2023-10-23,D5VBZUT05L,07:30,Yorkdale,08:37,Union Station,4.25,adult
2023-07-13,6FA7P9PF6P,06:00,Bloor,08:50,Union Station,3.63,senior
2023-04-19,0HMQIJL2FN,08:40,Yorkdale,08:47,Union Station,13.53,adult
2023-10-19,IMSJR2LCRW,06:01,Union Station,08:04,Union Station,5.14,student
2023-10-27,RWUQJHNHAD,07:15,Pickering,08:55,Union Station,9.02,senior
2023-10-20,UPYNB81H8I,07:49,Hamilton,08:21,Union Station,11.55,adult
2023-03-08,QJS8QBNIFL,06:48,Oakville,08:04,Union Station,7.04,senior
2023-07-14,HDLBXU8BEJ,08:39,Brampton,08:48,Union Station,3.79,adult
2023-07-12,IRE22JW246,06:21,Yorkdale,06:25,Union Station,9.89,adult
2023-03-20,VQRJHV5F92,08:04,Bloor,08:21,Union Station,12.84,adult
2023-01-05,723IL5Q8LA,07:10,Brampton,08:26,Union Station,5.25,adult
2023-12-07,V3T3L0TKG8,07:16,Hamilton,07:54,Union Station,6.0,senior
2023-11-21,SI08UJK6W9,06:12,Yorkdale,08:55,Union Station,8.26,senior
2023-11-16,J7583GJ4B1,07:32,Hamilton,08:53,Union Station,13.09,student
2023-08-26,1JBK4P8MRE,08:07,Hamilton,08:24,Union Station,8.95,adult
2023-07-16,9FAJTU46IQ,06:19,Yorkdale,07:22,Union Station,11.99,senior
2023-12-18,A6A7HA7OYM,08:18,Hamilton,08:53,Union Station,14.39,student
2023-12-07,KSP1JSCY7H,07:57,Union Station,08:06,Union Station,4.07,senior
2023-02-15,I5TQ1XFS56,08:54,Hamilton,08:55,Union Station,6.64,adult
2023-01-04,MVYMQNMZWD,06:16,Yorkdale,06:22,Union Station,7.82,adult
2023-04-11,ORD3SCWRT8,08:55,Oakville,08:59,Union Station,11.89,senior
2023-04-12,784FPN1AUN,07:31,Hamilton,07:51,Union Station,5.8,senior
2023-02-04,KSZACFJAQ3,07:20,Oakville,08:57,Union Station,13.28,student
2023-07-03,UIG1F7ZGVP,06:08,Brampton,08:48,Union Station,9.14,adult
2023-05-12,N85TEELO3S,08:09,Scarborough,08:31,Union Station,13.54,student
2023-08-08,OTHCILHAQ3,07:36,Oakville,08:06,Union Station,10.85,senior
2023-06-03,WJ831CK3JU,08:18,Oakville,08:45,Union Station,8.95,student
2023-04-03,1OLGWZJGWJ,07:54,Brampton,08:41,Union Station,13.68,senior
2023-08-28,1B6OQ77YWP,06:17,Union Station,08:18,Union Station,10.25,adult
2023-04-02,KQYPAMXY33,08:48,Pickering,08:59,Union Station,4.57,senior
2023-09-01,4RAEIJL4C1,06:25,Oakville,07:45,Union Station,4.79,student
2023-04-25,LT0JYL5PF8,07:49,Oakville,08:28,Union Station,5.74,adult
2023-10-06,ILRWKJ6ORI,06:44,Scarborough,07:09,Union Station,13.9,student
2023-12-18,5P531I1MT6,06:12,Hamilton,08:50,Union Station,14.96,adult
2023-01-01,77J7SLGF9C,08:46,Pickering,08:49,Union Station,7.73,student
2023-12-19,CGQ6GRSU05,08:51,Yorkdale,08:55,Union Station,14.34,adult
2023-11-19,V5W7ALP119,07:47,Hamilton,07:54,Union Station,10.73,senior
2023-01-17,021KKSRF8J,08:13,Union Station,08:43,Union Station,11.34,senior
2023-01-12,4LU4Y6XPSH,06:08,Scarborough,07:23,Union Station,5.68,student
2023-01-21,3AHTY2889D,06:17,Scarborough,07:46,Union Station,12.73,senior
2023-02-22,R7FZ600DW5,06:29,Pickering,08:20,Union Station,9.78,adult
2023-02-14,8ET2NVE7R2,06:25,Bloor,08:19,Union Station,8.6,senior
2023-12-27,I0DIIKOV4M,07:44,Union Station,07:50,Union Station,4.92,senior
2023-01-22,Y44CO7G9RB,07:21,Hamilton,08:03,Union Station,12.18,adult
2023-02-02,NIE18C0R37,07:14,Union Station,08:59,Union Station,10.86,student
2023-07-11,DFPJYN9ZI3,06:52,Yorkdale,08:35,Union Station,11.64,student
2023-04-16,70KTDGT0I8,07:01,Hamilton,07:04,Union Station,11.61,senior
2023-12-04,LKPV5ZAO9K,07:23,Hamilton,08:41,Union Station,7.57,student
2023-11-03,WSI7B3Y6WW,07:13,Brampton,08:19,Union Station,7.11,student
2023-09-22,V04NNJZZSY,08:30,Bloor,08:36,Union Station,7.79,senior
2023-06-16,A69Y18ST4L,06:15,Bloor,06:20,Union Station,4.41,senior
2023-05-13,8Y07IGLNJF,06:31,Pickering,06:44,Union Station,3.76,senior
2023-02-11,UAY9A1VXU4,07:37,Union Station,08:15,Union Station,11.79,student
2023-08-18,T5VC6R8SXW,08:58,Brampton,08:59,Union Station,11.4,adult
2023-10-23,GHAFQ8T52U,08:37,Scarborough,08:44,Union Station,5.89,student
2023-02-15,VEN776BB3P,07:37,Union Station,08:05,Union Station,12.2,student
2023-06-17,FIOOGCM4NY,06:31,Pickering,06:57,Union Station,8.53,student
2023-09-08,Y8LWJ2TYRU,08:24,Yorkdale,08:45,Union Station,4.38,adult
2023-05-13,IJJ0MTFI0V,06:02,Scarborough,06:17,Union Station,14.1,adult
2023-05-30,KFH8Z1HUKK,07:30,Bloor,08:11,Union Station,4.59,adult
2023-07-01,7OW477XLRM,08:13,Yorkdale,08:43,Union Station,5.39,senior
2023-04-18,CH33YQFUAN,06:42,Hamilton,08:35,Union Station,8.99,senior
2023-10-30,047K2TK0XF,07:17,Oakville,07:21,Union Station,14.33,student
2023-12-01,J2QQB9LW49,08:17,Bloor,08:29,Union Station,11.44,adult
2023-11-23,IL24M2EN87,06:07,Hamilton,08:37,Union Station,9.34,adult
2023-10-06,BZA6NMEL7K,06:05,Oakville,06:27,Union Station,12.67,senior
2023-04-06,0E4F2X4RS8,07:32,Bloor,08:39,Union Station,6.78,adult
2023-01-14,XRLA8JAE1O,08:10,Union Station,08:40,Union Station,8.81,senior
2023-04-08,7CM0TT5HG5,06:08,Brampton,06:45,Union Station,12.75,student
2023-11-03,VVK372HU73,07:58,Scarborough,08:52,Union Station,6.92,student
2023-06-17,WSD9M1Y508,06:23,Scarborough,07:56,Union Station,4.07,adult
2023-11-12,DPISX7UV1M,08:27,Union Station,08:59,Union Station,3.72,senior
2023-06-05,IXAFV5DBPC,07:50,Scarborough,08:57,Union Station,4.54,senior
2023-04-23,FI2TCQJPFL,06:16,Union Station,08:37,Union Station,8.82,student
2023-02-17,FSGLG53SBK,07:22,Scarborough,08:48,Union Station,14.82,senior
2023-04-27,N5IQONDW6F,07:07,Pickering,07:50,Union Station,5.77,student
2023-11-12,WHACA6KPFI,07:12,Brampton,08:54,Union Station,13.74,student
2023-11-13,ZH2RAONPCL,07:27,Hamilton,08:37,Union Station,7.8,student
2023-05-29,TPFPS28PEG,08:09,Yorkdale,08:44,Union Station,9.85,senior
2023-04-08,FN1CVLRV6A,07:25,Scarborough,08:28,Union Station,6.0,adult
2023-04-08,I50URXL15J,06:22,Union Station,07:42,Union Station,14.67,adult
2023-02-06,J1H3Z50H5M,06:11,Hamilton,06:58,Union Station,4.46,student
2023-12-11,WZJQ0207MA,07:28,Union Station,07:46,Union Station,4.92,adult
2023-11-03,49STNX96IK,07:45,Union Station,08:01,Union Station,11.66,student
2023-05-09,QKHVSN4D8J,08:05,Bloor,08:43,Union Station,14.27,adult
2023-04-17,REHBLS3XGQ,07:49,Union Station,08:05,Union Station,14.82,senior
2023-08-15,BX7EGMB9QH,07:50,Hamilton,08:07,Union Station,4.94,student
2023-04-15,MEDMTHKQCT,08:22,Bloor,08:50,Union Station,11.85,student
2023-08-04,DF7LCC0P7F,08:23,Hamilton,08:44,Union Station,9.19,student
2023-11-18,8AZHT7A0R1,07:36,Yorkdale,08:33,Union Station,9.45,student
2023-05-28,SKUB9A3QX1,07:39,Oakville,08:49,Union Station,11.63,senior
2023-11-14,Y7GYCWTLFK,06:14,Pickering,08:36,Union Station,14.38,adult
2023-09-27,FZFCLFC2LW,08:22,Pickering,08:26,Union Station,5.21,senior
2023-02-20,0KMW5ZMEEX,06:18,Yorkdale,07:11,Union Station,13.46,senior
2023-05-29,Y9G0HASJ6Z,08:46,Hamilton,08:49,Union Station,9.33,student
2023-05-13,62KCSZYFNS,06:44,Scarborough,07:49,Union Station,9.6,student
2023-08-22,1VLNDEQWBH,07:58,Brampton,08:43,Union Station,5.0,student
2023-01-03,OY8VKLTUHZ,07:46,Bloor,08:19,Union Station,14.23,adult
2023-04-13,5FF0GG40O7,07:03,Yorkdale,08:48,Union Station,6.72,student
2023-08-13,AB4EJWJGMX,08:54,Bloor,08:55,Union Station,4.97,senior
2023-04-20,P5BFPTURQ4,07:12,Scarborough,07:36,Union Station,9.92,student
2023-04-19,44MYXCWAS7,06:33,Brampton,08:37,Union Station,7.18,senior
2023-08-06,EXN2OSRPX8,08:01,Yorkdale,08:36,Union Station,4.81,adult
2023-06-19,04VZUP2MJM,06:59,Hamilton,07:28,Union Station,10.22,adult
2023-06-17,7Z9ERHT9QU,07:24,Union Station,07:42,Union Station,13.26,adult
2023-04-22,7QCK6WMW2K,07:37,Pickering,08:45,Union Station,11.22,adult
2023-02-28,CE7UHIIR8F,07:05,Union Station,08:01,Union Station,3.62,student
2023-12-02,C4SB8DR5UP,06:13,Hamilton,08:34,Union Station,5.27,adult
2023-11-12,OPJH1WWWJZ,06:43,Oakville,08:30,Union Station,13.01,adult
2023-01-06,HLR5RHDXZO,08:22,Hamilton,08:43,Union Station,10.87,senior
2023-01-09,QTZ9TV5LKC,06:37,Oakville,07:02,Union Station,6.48,adult
2023-09-29,FR5V6ZW4CQ,06:17,Scarborough,08:41,Union Station,14.3,adult
2023-09-04,EWGK3TMLO8,08:29,Brampton,08:58,Union Station,8.61,student
2023-09-28,LSUODYBW51,08:17,Oakville,08:47,Union Station,14.67,student
2023-01-19,GQ19RYZZ61,07:51,Pickering,08:17,Union Station,6.98,senior
2023-12-15,U1J2PHRD9O,06:11,Brampton,08:45,Union Station,7.48,student
2023-11-28,URVKL9869J,07:03,Bloor,07:52,Union Station,7.78,senior
2023-06-26,FNLSD0B2V5,08:42,Scarborough,08:46,Union Station,8.52,adult
2023-11-19,5FIC2XJX17,07:07,Bloor,07:23,Union Station,13.97,senior
2023-02-13,A666LKCXIJ,06:25,Oakville,06:31,Union Station,4.59,adult
2023-01-05,IBKZ7EV1KJ,08:16,Bloor,08:18,Union Station,5.92,senior
2023-03-04,Z2JX1M116Y,07:50,Oakville,08:01,Union Station,4.77,senior
2023-08-09,GU5OPGAAEQ,06:04,Brampton,07:29,Union Station,14.32,student
2023-01-18,ZTB8YN98KT,08:21,Brampton,08:52,Union Station,11.68,senior
2023-11-04,5UW01UTVCT,07:14,Union Station,08:39,Union Station,5.83,student
2023-04-21,9J6L69ZIRW,08:16,Oakville,08:17,Union Station,9.26,student
2023-11-05,XUBG94DF14,06:08,Bloor,08:00,Union Station,14.29,senior
2023-06-04,777WLVODAF,08:31,Hamilton,08:40,Union Station,4.49,student
2023-02-13,NSI1QBH60R,06:30,Scarborough,08:54,Union Station,11.99,senior
2023-08-23,31BYP2YTEW,06:26,Oakville,08:02,Union Station,7.83,student
2023-01-28,I08VQYVA29,08:34,Hamilton,08:46,Union Station,12.38,student
2023-10-17,V9F3EVNLR8,08:18,Yorkdale,08:47,Union Station,8.34,adult
2023-09-23,WYCB4URHF9,07:19,Yorkdale,07:59,Union Station,12.67,senior
2023-11-07,D3IYWCO23N,07:55,Yorkdale,08:38,Union Station,12.29,adult
2023-09-13,UYSRISB7TO,07:25,Yorkdale,08:44,Union Station,11.95,adult
2023-02-11,ZSTS5JOF1M,07:03,Bloor,07:14,Union Station,9.7,senior
2023-05-18,E127TIHY40,07:37,Brampton,07:40,Union Station,8.62,student
2023-10-02,R49KKPELOI,08:34,Pickering,08:37,Union Station,12.66,senior
2023-05-05,H4Z6ZS41GW,06:55,Bloor,07:30,Union Station,7.61,student
2023-09-12,794LM4YP0N,06:07,Union Station,06:58,Union Station,7.28,adult
2023-04-09,L9MABV6ZYC,08:36,Pickering,08:48,Union Station,5.39,student
2023-06-08,MOQRLAOPPP,08:37,Bloor,08:42,Union Station,9.86,senior
2023-04-24,4MIU9FDPBD,06:08,Union Station,06:08,Union Station,12.25,senior
2023-02-13,31I7R69KRS,08:57,Hamilton,08:59,Union Station,4.57,adult
2023-10-23,02H7JS48X5,07:35,Union Station,08:16,Union Station,8.96,senior
2023-06-22,CURTK6O59W,06:24,Oakville,08:26,Union Station,9.47,senior
2023-02-22,PWH6BIRNAW,07:46,Scarborough,08:04,Union Station,4.21,student
2023-05-19,ZJLBO11NTC,07:17,Yorkdale,08:47,Union Station,11.29,student
2023-05-02,BFPQF8STFR,06:30,Hamilton,08:04,Union Station,8.36,student
2023-11-28,A4UVJG41YD,06:13,Yorkdale,07:01,Union Station,10.58,adult
2023-04-03,SLILL7JJGU,06:59,Bloor,08:02,Union Station,11.99,adult
2023-12-30,AARYOA7WTY,08:22,Bloor,08:23,Union Station,8.88,student
2023-04-22,20G738AYVV,07:54,Oakville,08:24,Union Station,8.5,senior
2023-06-12,43LKT3EQP0,08:25,Yorkdale,08:30,Union Station,8.08,senior
2023-06-21,F063V4QZ4A,08:34,Bloor,08:50,Union Station,13.92,adult
2023-04-13,Y3OZZRNNR1,06:12,Pickering,07:06,Union Station,8.62,adult
2023-02-24,RYXI4RYTDW,07:56,Brampton,08:50,Union Station,4.27,student
2023-08-26,TW93DJMNL3,07:56,Yorkdale,08:15,Union Station,13.82,adult
2023-12-04,FBDYM07MG7,08:32,Pickering,08:43,Union Station,14.85,adult
2023-08-09,IUPBM03969,07:01,Union Station,07:39,Union Station,12.09,senior
2023-04-24,6O940MI110,06:39,Oakville,08:02,Union Station,7.18,student
2023-05-21,825T5BIB64,08:44,Scarborough,08:56,Union Station,14.01,adult
2023-06-12,6ESWLAOOU4,07:54,Scarborough,07:57,Union Station,7.39,student
2023-09-11,VEIH8Y6O1G,06:14,Pickering,08:33,Union Station,4.19,adult
2023-10-01,Q2U7G57A2R,08:29,Hamilton,08:44,Union Station,6.15,adult
2023-02-12,MU3RVOM6ZW,08:51,Hamilton,08:56,Union Station,14.67,adult
2023-10-08,BQSEN9IZX8,06:12,Hamilton,07:59,Union Station,6.67,student
2023-08-13,FY60ZJWC5Q,07:03,Scarborough,07:26,Union Station,5.73,adult
2023-04-05,QMTUT2N9JZ,06:25,Bloor,06:33,Union Station,6.19,senior
2023-06-23,Q3U8HU4YKY,06:15,Yorkdale,08:11,Union Station,5.36,student
2023-03-19,7VJ9Y2AHEL,07:29,Oakville,08:50,Union Station,8.52,senior
2023-06-15,YIKZGNXRU1,07:51,Hamilton,08:05,Union Station,4.93,student
2023-02-01,I8PC62VXXS,08:59,Scarborough,08:59,Union Station,13.75,adult
2023-04-30,SONF8LST7F,08:31,Hamilton,08:58,Union Station,14.78,student
2023-09-02,MWYJH6Z5TL,08:09,Yorkdale,08:19,Union Station,10.57,senior
2023-06-16,0HIHTTU9CR,06:36,Scarborough,07:00,Union Station,10.12,adult
2023-07-13,EBK29GT9PI,06:43,Pickering,08:00,Union Station,5.28,student
2023-11-09,P488JJL3V7,06:22,Hamilton,08:04,Union Station,13.4,senior
2023-12-14,LG5PMVIQA6,07:34,Scarborough,08:54,Union Station,3.79,adult
2023-01-23,784FPN1AUN,08:31,Yorkdale,08:53,Union Station,13.75,student
2023-02-20,OZ2TZ72QV3,06:10,Yorkdale,08:21,Union Station,11.82,senior
2023-03-03,KYX4ZVA1K8,06:31,Union Station,08:10,Union Station,14.49,senior
2023-10-06,JRJN0QP6NT,07:08,Pickering,07:38,Union Station,8.69,adult
2023-02-27,PNC4KUTY5I,06:01,Brampton,07:38,Union Station,3.89,student
2023-12-05,0LNOR7P9I3,08:51,Yorkdale,08:52,Union Station,14.94,senior
2023-10-28,3EQFCDF4L2,08:14,Oakville,08:40,Union Station,5.56,senior
2023-06-26,V24RFA53GF,07:49,Bloor,08:03,Union Station,10.31,adult
2023-12-05,5VCGOI4CBH,06:01,Oakville,07:50,Union Station,6.19,senior
2023-06-10,9I3XF3QOFY,07:14,Oakville,07:16,Union Station,9.65,senior
2023-11-09,2368B6YRFB,08:29,Yorkdale,08:59,Union Station,11.06,student
2023-04-06,FOUHFL0VE0,07:07,Union Station,08:00,Union Station,14.39,student
2023-10-06,H8V26DC9C8,06:46,Hamilton,07:37,Union Station,12.96,adult
2023-01-14,U7D8QWVD5N,07:30,Pickering,08:06,Union Station,14.94,adult
2023-03-04,QXE1UL3RKM,08:17,Brampton,08:20,Union Station,14.87,adult
2023-04-09,YQ4PUTYSXZ,06:33,Hamilton,07:07,Union Station,7.51,adult
2023-10-07,9LOUK4AHUS,08:03,Union Station,08:57,Union Station,11.91,senior
2023-01-30,XW9PIFHXVL,07:03,Union Station,08:37,Union Station,4.88,senior
2023-03-20,FO36JGZZOZ,08:13,Yorkdale,08:21,Union Station,12.77,student
2023-03-26,7Z17I44FWK,07:38,Brampton,08:52,Union Station,8.82,adult
2023-08-03,KCYWIWMGF0,07:58,Brampton,08:20,Union Station,4.17,student
2023-11-17,Z3WU59V89M,06:33,Union Station,06:52,Union Station,10.68,senior
2023-12-22,Q29BPKITUU,06:52,Oakville,07:07,Union Station,12.76,adult
2023-01-04,UH39XE0NRX,08:03,Bloor,08:22,Union Station,4.58,student
2023-10-27,7N9FM8YAQA,08:02,Oakville,08:37,Union Station,9.15,adult
2023-01-04,ZTXNC8J4AW,06:00,Bloor,06:15,Union Station,12.39,senior
2023-07-01,BW6RUZVYT9,06:00,Scarborough,06:30,Union Station,5.89,adult
2023-09-13,SXQMG1YVL0,07:56,Bloor,08:08,Union Station,5.22,student
2023-08-22,DE6Z5E258S,07:22,Scarborough,07:33,Union Station,8.21,student
2023-12-01,VHZFCF4MPG,07:24,Pickering,08:05,Union Station,7.95,student
2023-07-02,TMYX24HXX8,06:49,Scarborough,07:36,Union Station,13.01,student
2023-06-21,W5W1WNCEJH,06:19,Oakville,06:56,Union Station,10.33,senior
2023-08-09,KFGPW4V1S0,06:20,Pickering,06:53,Union Station,4.2,senior
2023-05-30,0NJLQKXQ3A,06:33,Brampton,07:59,Union Station,5.62,adult
2023-11-20,OPJH1WWWJZ,06:25,Bloor,08:51,Union Station,13.76,adult
2023-09-19,CNFRPCUXDR,08:55,Union Station,08:58,Union Station,6.39,student
2023-09-18,S2KDH2HMUS,08:19,Yorkdale,08:28,Union Station,6.36,adult
2023-11-09,U8DPWON30E,06:16,Pickering,06:19,Union Station,10.78,student
2023-05-10,J30QM0LVVU,06:58,Brampton,08:55,Union Station,9.18,senior
2023-06-28,HNMQASEON4,08:44,Brampton,08:59,Union Station,3.55,adult
2023-11-10,7MDO2DGE5E,07:26,Bloor,08:28,Union Station,14.05,adult
2023-04-16,A8YHN3SJB2,08:09,Scarborough,08:24,Union Station,4.28,student
2023-12-25,TVNRD0Q9K8,06:48,Yorkdale,07:53,Union Station,11.65,adult
